id,nombre,email,password,ingreso_mensual,nivel_endeudamiento,frecuencia_ahorro,perfil_financiero,fecha_creacion,activo,split
253,User_253,user253@example.com,hash,4449.36,29.74,MEDIA,Saludable,2025-12-01T00:00:00Z,1,train
254,User_254,user254@example.com,hash,2897.38,45.66,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
255,User_255,user255@example.com,hash,5366.9,59.7,MEDIA,En observacion,2025-12-01T00:00:00Z,1,val
256,User_256,user256@example.com,hash,2725.66,43.9,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
257,User_257,user257@example.com,hash,1284.98,9.95,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
258,User_258,user258@example.com,hash,5804.01,27.16,NINGUNA,En riesgo,2025-12-01T00:00:00Z,1,train
259,User_259,user259@example.com,hash,2966.33,54.74,NINGUNA,En riesgo,2025-12-01T00:00:00Z,1,test
260,User_260,user260@example.com,hash,3002.11,15.79,MEDIA,En observacion,2025-12-01T00:00:00Z,1,train
261,User_261,user261@example.com,hash,4035.16,8.7,NINGUNA,En observacion,2025-12-01T00:00:00Z,1,val
262,User_262,user262@example.com,hash,6324.65,26.83,NINGUNA,En observacion,2025-12-01T00:00:00Z,1,val
263,User_263,user263@example.com,hash,5622.49,49.58,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
264,User_264,user264@example.com,hash,5184.0,29.55,NINGUNA,En observacion,2025-12-01T00:00:00Z,1,train
265,User_265,user265@example.com,hash,3004.63,67.33,BAJA,En riesgo,2025-12-01T00:00:00Z,1,train
266,User_266,user266@example.com,hash,2959.9,37.56,NINGUNA,En riesgo,2025-12-01T00:00:00Z,1,train
267,User_267,user267@example.com,hash,6853.45,15.67,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
268,User_268,user268@example.com,hash,3019.47,37.94,MEDIA,En observacion,2025-12-01T00:00:00Z,1,val
269,User_269,user269@example.com,hash,3026.58,65.08,BAJA,En riesgo,2025-12-01T00:00:00Z,1,train
270,User_270,user270@example.com,hash,5363.9,38.84,NINGUNA,En riesgo,2025-12-01T00:00:00Z,1,val
271,User_271,user271@example.com,hash,4227.97,19.94,BAJA,En observacion,2025-12-01T00:00:00Z,1,test
272,User_272,user272@example.com,hash,5985.48,7.39,NINGUNA,En observacion,2025-12-01T00:00:00Z,1,train
273,User_273,user273@example.com,hash,3909.32,29.78,MEDIA,En observacion,2025-12-01T00:00:00Z,1,train
274,User_274,user274@example.com,hash,4238.78,25.83,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
275,User_275,user275@example.com,hash,3085.27,55.12,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
276,User_276,user276@example.com,hash,3118.39,20.76,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
277,User_277,user277@example.com,hash,4497.73,36.43,MEDIA,En observacion,2025-12-01T00:00:00Z,1,test
278,User_278,user278@example.com,hash,2771.87,26.37,NINGUNA,En riesgo,2025-12-01T00:00:00Z,1,val
279,User_279,user279@example.com,hash,3826.12,9.66,NINGUNA,En observacion,2025-12-01T00:00:00Z,1,train
280,User_280,user280@example.com,hash,5022.19,34.48,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
281,User_281,user281@example.com,hash,4610.22,11.63,NINGUNA,En observacion,2025-12-01T00:00:00Z,1,train
282,User_282,user282@example.com,hash,5298.17,44.49,MEDIA,En observacion,2025-12-01T00:00:00Z,1,train
283,User_283,user283@example.com,hash,3018.81,8.56,ALTA,Saludable,2025-12-01T00:00:00Z,1,val
284,User_284,user284@example.com,hash,2087.14,33.88,NINGUNA,En riesgo,2025-12-01T00:00:00Z,1,train
285,User_285,user285@example.com,hash,2630.04,50.97,MEDIA,En observacion,2025-12-01T00:00:00Z,1,train
286,User_286,user286@example.com,hash,4821.12,43.4,ALTA,Saludable,2025-12-01T00:00:00Z,1,val
287,User_287,user287@example.com,hash,4628.24,28.19,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
288,User_288,user288@example.com,hash,3800.89,41.44,MEDIA,En observacion,2025-12-01T00:00:00Z,1,train
289,User_289,user289@example.com,hash,2607.38,47.28,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
290,User_290,user290@example.com,hash,1583.63,18.78,MEDIA,En observacion,2025-12-01T00:00:00Z,1,train
291,User_291,user291@example.com,hash,6076.56,51.94,BAJA,En observacion,2025-12-01T00:00:00Z,1,val
292,User_292,user292@example.com,hash,5458.9,49.07,NINGUNA,En riesgo,2025-12-01T00:00:00Z,1,train
293,User_293,user293@example.com,hash,1618.21,13.92,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
294,User_294,user294@example.com,hash,2276.84,38.33,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
295,User_295,user295@example.com,hash,3279.58,31.08,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
296,User_296,user296@example.com,hash,3188.22,56.7,ALTA,En observacion,2025-12-01T00:00:00Z,1,test
297,User_297,user297@example.com,hash,3201.3,48.02,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
298,User_298,user298@example.com,hash,4291.44,36.23,MEDIA,En observacion,2025-12-01T00:00:00Z,1,val
299,User_299,user299@example.com,hash,6222.12,53.35,MEDIA,En observacion,2025-12-01T00:00:00Z,1,train
300,User_300,user300@example.com,hash,3496.47,69.48,MEDIA,En observacion,2025-12-01T00:00:00Z,1,train
301,User_301,user301@example.com,hash,5660.04,9.77,BAJA,Saludable,2025-12-01T00:00:00Z,1,train
302,User_302,user302@example.com,hash,4848.06,28.7,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
303,User_303,user303@example.com,hash,3332.81,19.91,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
304,User_304,user304@example.com,hash,2855.72,34.48,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
305,User_305,user305@example.com,hash,3436.75,18.94,NINGUNA,En riesgo,2025-12-01T00:00:00Z,1,train
306,User_306,user306@example.com,hash,6341.97,49.76,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
307,User_307,user307@example.com,hash,6282.96,69.65,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
308,User_308,user308@example.com,hash,2538.29,37.5,MEDIA,En observacion,2025-12-01T00:00:00Z,1,train
309,User_309,user309@example.com,hash,4257.68,11.45,MEDIA,Saludable,2025-12-01T00:00:00Z,1,train
310,User_310,user310@example.com,hash,2587.01,25.65,MEDIA,Saludable,2025-12-01T00:00:00Z,1,train
311,User_311,user311@example.com,hash,5069.54,27.56,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
312,User_312,user312@example.com,hash,6590.03,56.31,MEDIA,En observacion,2025-12-01T00:00:00Z,1,train
313,User_313,user313@example.com,hash,4645.77,40.15,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
314,User_314,user314@example.com,hash,2814.98,38.04,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
315,User_315,user315@example.com,hash,4197.09,22.4,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
316,User_316,user316@example.com,hash,5687.81,25.81,MEDIA,Saludable,2025-12-01T00:00:00Z,1,test
317,User_317,user317@example.com,hash,5773.28,43.15,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
318,User_318,user318@example.com,hash,4030.56,32.35,MEDIA,Saludable,2025-12-01T00:00:00Z,1,train
319,User_319,user319@example.com,hash,3396.52,48.26,NINGUNA,En riesgo,2025-12-01T00:00:00Z,1,val
320,User_320,user320@example.com,hash,3824.33,27.24,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
321,User_321,user321@example.com,hash,5503.09,5.0,NINGUNA,En observacion,2025-12-01T00:00:00Z,1,train
322,User_322,user322@example.com,hash,4194.93,27.66,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
323,User_323,user323@example.com,hash,4562.46,10.41,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
324,User_324,user324@example.com,hash,5696.47,43.86,NINGUNA,En riesgo,2025-12-01T00:00:00Z,1,train
325,User_325,user325@example.com,hash,5498.9,41.08,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
326,User_326,user326@example.com,hash,5410.01,51.0,MEDIA,En observacion,2025-12-01T00:00:00Z,1,train
327,User_327,user327@example.com,hash,4302.94,25.26,NINGUNA,En riesgo,2025-12-01T00:00:00Z,1,train
328,User_328,user328@example.com,hash,5713.2,32.49,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
329,User_329,user329@example.com,hash,3262.17,24.66,NINGUNA,En riesgo,2025-12-01T00:00:00Z,1,train
330,User_330,user330@example.com,hash,5291.27,35.43,NINGUNA,En riesgo,2025-12-01T00:00:00Z,1,train
331,User_331,user331@example.com,hash,1139.88,47.27,NINGUNA,En riesgo,2025-12-01T00:00:00Z,1,train
332,User_332,user332@example.com,hash,6789.92,14.6,MEDIA,Saludable,2025-12-01T00:00:00Z,1,train
333,User_333,user333@example.com,hash,4368.12,57.43,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
334,User_334,user334@example.com,hash,2191.14,38.74,ALTA,En observacion,2025-12-01T00:00:00Z,1,train
335,User_335,user335@example.com,hash,6504.1,53.13,BAJA,En observacion,2025-12-01T00:00:00Z,1,val
336,User_336,user336@example.com,hash,6150.32,28.3,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
337,User_337,user337@example.com,hash,3133.33,29.56,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
338,User_338,user338@example.com,hash,4153.68,52.93,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
339,User_339,user339@example.com,hash,1709.66,40.51,NINGUNA,En riesgo,2025-12-01T00:00:00Z,1,train
340,User_340,user340@example.com,hash,1466.92,58.48,NINGUNA,En riesgo,2025-12-01T00:00:00Z,1,test
341,User_341,user341@example.com,hash,4586.64,9.49,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
342,User_342,user342@example.com,hash,7222.4,13.28,MEDIA,Saludable,2025-12-01T00:00:00Z,1,train
343,User_343,user343@example.com,hash,2520.45,44.73,BAJA,En riesgo,2025-12-01T00:00:00Z,1,train
344,User_344,user344@example.com,hash,2798.43,38.66,NINGUNA,En riesgo,2025-12-01T00:00:00Z,1,train
345,User_345,user345@example.com,hash,4457.12,31.66,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
346,User_346,user346@example.com,hash,6270.73,62.7,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
347,User_347,user347@example.com,hash,3481.88,48.47,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
348,User_348,user348@example.com,hash,2839.58,16.23,MEDIA,En observacion,2025-12-01T00:00:00Z,1,val
349,User_349,user349@example.com,hash,5593.38,42.58,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
350,User_350,user350@example.com,hash,2631.98,40.14,BAJA,En observacion,2025-12-01T00:00:00Z,1,test
351,User_351,user351@example.com,hash,5022.24,41.9,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
352,User_352,user352@example.com,hash,4334.99,37.95,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
353,User_353,user353@example.com,hash,5164.88,19.54,MEDIA,Saludable,2025-12-01T00:00:00Z,1,val
354,User_354,user354@example.com,hash,2304.86,24.85,NINGUNA,En riesgo,2025-12-01T00:00:00Z,1,train
355,User_355,user355@example.com,hash,2704.6,23.89,MEDIA,En observacion,2025-12-01T00:00:00Z,1,train
356,User_356,user356@example.com,hash,4152.89,47.61,MEDIA,En observacion,2025-12-01T00:00:00Z,1,train
357,User_357,user357@example.com,hash,3169.48,30.85,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
358,User_358,user358@example.com,hash,1944.8,28.22,ALTA,Saludable,2025-12-01T00:00:00Z,1,test
359,User_359,user359@example.com,hash,4225.94,50.35,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
360,User_360,user360@example.com,hash,5563.84,20.5,NINGUNA,En observacion,2025-12-01T00:00:00Z,1,test
361,User_361,user361@example.com,hash,2892.51,71.03,MEDIA,En observacion,2025-12-01T00:00:00Z,1,train
362,User_362,user362@example.com,hash,4676.18,31.69,NINGUNA,En riesgo,2025-12-01T00:00:00Z,1,train
363,User_363,user363@example.com,hash,3230.16,21.86,NINGUNA,En observacion,2025-12-01T00:00:00Z,1,test
364,User_364,user364@example.com,hash,3318.5,19.98,MEDIA,Saludable,2025-12-01T00:00:00Z,1,train
365,User_365,user365@example.com,hash,4095.61,49.83,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
366,User_366,user366@example.com,hash,2702.82,55.99,ALTA,En observacion,2025-12-01T00:00:00Z,1,test
367,User_367,user367@example.com,hash,1555.91,62.18,BAJA,En riesgo,2025-12-01T00:00:00Z,1,test
368,User_368,user368@example.com,hash,5640.42,48.43,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
369,User_369,user369@example.com,hash,3278.03,36.72,ALTA,Saludable,2025-12-01T00:00:00Z,1,test
370,User_370,user370@example.com,hash,5287.21,66.13,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
371,User_371,user371@example.com,hash,3937.36,29.46,MEDIA,En observacion,2025-12-01T00:00:00Z,1,train
372,User_372,user372@example.com,hash,1844.88,25.23,NINGUNA,En riesgo,2025-12-01T00:00:00Z,1,test
373,User_373,user373@example.com,hash,5646.3,19.53,MEDIA,Saludable,2025-12-01T00:00:00Z,1,train
374,User_374,user374@example.com,hash,5125.96,34.63,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
375,User_375,user375@example.com,hash,4048.01,21.0,ALTA,Saludable,2025-12-01T00:00:00Z,1,val
376,User_376,user376@example.com,hash,7186.55,35.57,NINGUNA,En observacion,2025-12-01T00:00:00Z,1,train
377,User_377,user377@example.com,hash,2699.93,27.47,MEDIA,En observacion,2025-12-01T00:00:00Z,1,train
378,User_378,user378@example.com,hash,1544.65,31.14,NINGUNA,En observacion,2025-12-01T00:00:00Z,1,test
379,User_379,user379@example.com,hash,5621.09,48.99,ALTA,Saludable,2025-12-01T00:00:00Z,1,test
380,User_380,user380@example.com,hash,3576.13,16.61,NINGUNA,En observacion,2025-12-01T00:00:00Z,1,train
381,User_381,user381@example.com,hash,6924.68,11.57,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
382,User_382,user382@example.com,hash,4786.5,51.18,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
383,User_383,user383@example.com,hash,5868.68,10.51,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
384,User_384,user384@example.com,hash,4194.7,57.15,NINGUNA,En riesgo,2025-12-01T00:00:00Z,1,train
385,User_385,user385@example.com,hash,4825.57,41.02,BAJA,En observacion,2025-12-01T00:00:00Z,1,test
386,User_386,user386@example.com,hash,5938.61,26.75,ALTA,Saludable,2025-12-01T00:00:00Z,1,test
387,User_387,user387@example.com,hash,6624.44,39.86,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
388,User_388,user388@example.com,hash,3811.24,43.15,BAJA,En observacion,2025-12-01T00:00:00Z,1,val
389,User_389,user389@example.com,hash,3644.38,5.0,MEDIA,Saludable,2025-12-01T00:00:00Z,1,train
390,User_390,user390@example.com,hash,4197.14,29.56,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
391,User_391,user391@example.com,hash,6594.6,47.11,NINGUNA,En observacion,2025-12-01T00:00:00Z,1,train
392,User_392,user392@example.com,hash,3225.43,27.98,NINGUNA,En riesgo,2025-12-01T00:00:00Z,1,train
393,User_393,user393@example.com,hash,6600.67,11.66,BAJA,Saludable,2025-12-01T00:00:00Z,1,train
394,User_394,user394@example.com,hash,1953.06,36.15,MEDIA,En observacion,2025-12-01T00:00:00Z,1,train
395,User_395,user395@example.com,hash,3269.09,31.11,MEDIA,En observacion,2025-12-01T00:00:00Z,1,train
396,User_396,user396@example.com,hash,2921.14,57.51,ALTA,En observacion,2025-12-01T00:00:00Z,1,test
397,User_397,user397@example.com,hash,2538.33,47.71,BAJA,En riesgo,2025-12-01T00:00:00Z,1,train
398,User_398,user398@example.com,hash,3747.68,40.73,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
399,User_399,user399@example.com,hash,4166.46,30.45,BAJA,En observacion,2025-12-01T00:00:00Z,1,test
400,User_400,user400@example.com,hash,2222.89,33.93,MEDIA,En observacion,2025-12-01T00:00:00Z,1,val
401,User_401,user401@example.com,hash,3955.33,33.04,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
402,User_402,user402@example.com,hash,6168.78,36.18,MEDIA,Saludable,2025-12-01T00:00:00Z,1,val
403,User_403,user403@example.com,hash,1667.21,37.09,MEDIA,En observacion,2025-12-01T00:00:00Z,1,val
404,User_404,user404@example.com,hash,5618.57,49.97,ALTA,Saludable,2025-12-01T00:00:00Z,1,test
405,User_405,user405@example.com,hash,3798.8,21.93,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
406,User_406,user406@example.com,hash,1536.36,51.62,MEDIA,En observacion,2025-12-01T00:00:00Z,1,train
407,User_407,user407@example.com,hash,2710.9,39.15,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
408,User_408,user408@example.com,hash,3638.98,32.14,MEDIA,En observacion,2025-12-01T00:00:00Z,1,test
409,User_409,user409@example.com,hash,4629.87,34.54,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
410,User_410,user410@example.com,hash,4299.74,38.02,BAJA,En observacion,2025-12-01T00:00:00Z,1,test
411,User_411,user411@example.com,hash,1541.42,37.96,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
412,User_412,user412@example.com,hash,4555.61,44.58,ALTA,Saludable,2025-12-01T00:00:00Z,1,val
413,User_413,user413@example.com,hash,3469.27,23.43,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
414,User_414,user414@example.com,hash,4471.84,34.04,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
415,User_415,user415@example.com,hash,5638.87,40.11,NINGUNA,En riesgo,2025-12-01T00:00:00Z,1,train
416,User_416,user416@example.com,hash,4852.44,31.34,MEDIA,En observacion,2025-12-01T00:00:00Z,1,test
417,User_417,user417@example.com,hash,3232.29,50.7,ALTA,En observacion,2025-12-01T00:00:00Z,1,train
418,User_418,user418@example.com,hash,4975.96,30.54,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
419,User_419,user419@example.com,hash,5290.47,36.81,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
420,User_420,user420@example.com,hash,1122.76,18.56,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
421,User_421,user421@example.com,hash,3477.08,21.72,MEDIA,En observacion,2025-12-01T00:00:00Z,1,train
422,User_422,user422@example.com,hash,3656.17,25.42,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
423,User_423,user423@example.com,hash,2827.64,37.55,MEDIA,En observacion,2025-12-01T00:00:00Z,1,test
424,User_424,user424@example.com,hash,4518.07,24.68,ALTA,Saludable,2025-12-01T00:00:00Z,1,test
425,User_425,user425@example.com,hash,3421.13,35.89,ALTA,Saludable,2025-12-01T00:00:00Z,1,test
426,User_426,user426@example.com,hash,3763.97,14.16,NINGUNA,En observacion,2025-12-01T00:00:00Z,1,train
427,User_427,user427@example.com,hash,4145.69,69.93,BAJA,En riesgo,2025-12-01T00:00:00Z,1,train
428,User_428,user428@example.com,hash,4989.8,43.92,MEDIA,En observacion,2025-12-01T00:00:00Z,1,test
429,User_429,user429@example.com,hash,6408.23,31.21,NINGUNA,En observacion,2025-12-01T00:00:00Z,1,train
430,User_430,user430@example.com,hash,6101.62,23.69,NINGUNA,En observacion,2025-12-01T00:00:00Z,1,val
431,User_431,user431@example.com,hash,3788.04,21.94,NINGUNA,En observacion,2025-12-01T00:00:00Z,1,train
432,User_432,user432@example.com,hash,3157.73,37.7,MEDIA,En observacion,2025-12-01T00:00:00Z,1,test
433,User_433,user433@example.com,hash,3173.09,57.72,NINGUNA,En riesgo,2025-12-01T00:00:00Z,1,train
434,User_434,user434@example.com,hash,3020.76,20.26,NINGUNA,En observacion,2025-12-01T00:00:00Z,1,train
435,User_435,user435@example.com,hash,2610.25,20.46,MEDIA,En observacion,2025-12-01T00:00:00Z,1,train
436,User_436,user436@example.com,hash,3932.7,25.98,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
437,User_437,user437@example.com,hash,4094.71,55.96,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
438,User_438,user438@example.com,hash,4028.12,36.88,NINGUNA,En riesgo,2025-12-01T00:00:00Z,1,train
439,User_439,user439@example.com,hash,6358.78,53.09,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
440,User_440,user440@example.com,hash,5738.39,24.47,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
441,User_441,user441@example.com,hash,4271.11,52.24,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
442,User_442,user442@example.com,hash,5863.12,16.34,MEDIA,Saludable,2025-12-01T00:00:00Z,1,train
443,User_443,user443@example.com,hash,5074.73,47.04,NINGUNA,En riesgo,2025-12-01T00:00:00Z,1,test
444,User_444,user444@example.com,hash,3570.14,24.9,ALTA,Saludable,2025-12-01T00:00:00Z,1,test
445,User_445,user445@example.com,hash,4325.01,68.34,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
446,User_446,user446@example.com,hash,2543.38,44.51,MEDIA,En observacion,2025-12-01T00:00:00Z,1,test
447,User_447,user447@example.com,hash,2780.11,53.37,MEDIA,En observacion,2025-12-01T00:00:00Z,1,train
448,User_448,user448@example.com,hash,4014.53,26.64,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
449,User_449,user449@example.com,hash,4203.33,39.72,ALTA,Saludable,2025-12-01T00:00:00Z,1,val
450,User_450,user450@example.com,hash,2371.05,22.94,BAJA,En observacion,2025-12-01T00:00:00Z,1,test
451,User_451,user451@example.com,hash,3585.38,49.65,ALTA,En observacion,2025-12-01T00:00:00Z,1,train
452,User_452,user452@example.com,hash,7015.91,43.53,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
453,User_453,user453@example.com,hash,3027.01,18.49,MEDIA,Saludable,2025-12-01T00:00:00Z,1,test
454,User_454,user454@example.com,hash,3334.14,35.51,MEDIA,En observacion,2025-12-01T00:00:00Z,1,train
455,User_455,user455@example.com,hash,1905.94,25.67,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
456,User_456,user456@example.com,hash,3988.92,39.96,NINGUNA,En riesgo,2025-12-01T00:00:00Z,1,test
457,User_457,user457@example.com,hash,3962.1,17.41,ALTA,Saludable,2025-12-01T00:00:00Z,1,val
458,User_458,user458@example.com,hash,4523.8,60.09,MEDIA,En observacion,2025-12-01T00:00:00Z,1,val
459,User_459,user459@example.com,hash,3714.17,36.45,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
460,User_460,user460@example.com,hash,6434.33,43.08,MEDIA,Saludable,2025-12-01T00:00:00Z,1,train
461,User_461,user461@example.com,hash,2706.54,21.28,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
462,User_462,user462@example.com,hash,3662.02,23.97,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
463,User_463,user463@example.com,hash,4503.27,26.99,NINGUNA,En observacion,2025-12-01T00:00:00Z,1,train
464,User_464,user464@example.com,hash,2460.48,53.2,ALTA,En observacion,2025-12-01T00:00:00Z,1,train
465,User_465,user465@example.com,hash,3916.94,23.76,MEDIA,En observacion,2025-12-01T00:00:00Z,1,val
466,User_466,user466@example.com,hash,4938.99,37.0,NINGUNA,En riesgo,2025-12-01T00:00:00Z,1,test
467,User_467,user467@example.com,hash,5083.05,18.94,MEDIA,Saludable,2025-12-01T00:00:00Z,1,val
468,User_468,user468@example.com,hash,3352.42,7.46,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
469,User_469,user469@example.com,hash,3479.81,67.34,MEDIA,En observacion,2025-12-01T00:00:00Z,1,train
470,User_470,user470@example.com,hash,3897.25,34.91,MEDIA,En observacion,2025-12-01T00:00:00Z,1,val
471,User_471,user471@example.com,hash,7041.56,29.23,MEDIA,Saludable,2025-12-01T00:00:00Z,1,test
472,User_472,user472@example.com,hash,6136.16,36.23,ALTA,Saludable,2025-12-01T00:00:00Z,1,test
473,User_473,user473@example.com,hash,3424.02,43.53,MEDIA,En observacion,2025-12-01T00:00:00Z,1,val
474,User_474,user474@example.com,hash,3147.69,32.38,MEDIA,En observacion,2025-12-01T00:00:00Z,1,val
475,User_475,user475@example.com,hash,2571.74,19.45,ALTA,Saludable,2025-12-01T00:00:00Z,1,test
476,User_476,user476@example.com,hash,6691.52,51.29,BAJA,En observacion,2025-12-01T00:00:00Z,1,val
477,User_477,user477@example.com,hash,2348.34,71.97,BAJA,En riesgo,2025-12-01T00:00:00Z,1,test
478,User_478,user478@example.com,hash,4989.4,35.16,ALTA,Saludable,2025-12-01T00:00:00Z,1,test
479,User_479,user479@example.com,hash,3485.48,29.42,MEDIA,Saludable,2025-12-01T00:00:00Z,1,train
480,User_480,user480@example.com,hash,1910.51,35.85,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
481,User_481,user481@example.com,hash,6542.94,7.96,NINGUNA,En observacion,2025-12-01T00:00:00Z,1,train
482,User_482,user482@example.com,hash,3861.95,20.91,MEDIA,Saludable,2025-12-01T00:00:00Z,1,train
483,User_483,user483@example.com,hash,4397.44,43.1,MEDIA,En observacion,2025-12-01T00:00:00Z,1,train
484,User_484,user484@example.com,hash,4438.2,31.8,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
485,User_485,user485@example.com,hash,1825.76,26.55,MEDIA,En observacion,2025-12-01T00:00:00Z,1,test
486,User_486,user486@example.com,hash,2281.84,25.8,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
487,User_487,user487@example.com,hash,4627.71,35.24,ALTA,Saludable,2025-12-01T00:00:00Z,1,test
488,User_488,user488@example.com,hash,7202.47,41.55,MEDIA,En observacion,2025-12-01T00:00:00Z,1,train
489,User_489,user489@example.com,hash,3153.75,42.49,NINGUNA,En riesgo,2025-12-01T00:00:00Z,1,train
490,User_490,user490@example.com,hash,3578.14,14.5,NINGUNA,En observacion,2025-12-01T00:00:00Z,1,train
491,User_491,user491@example.com,hash,3379.3,53.12,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
492,User_492,user492@example.com,hash,4828.08,26.35,BAJA,Saludable,2025-12-01T00:00:00Z,1,test
493,User_493,user493@example.com,hash,1389.23,47.95,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
494,User_494,user494@example.com,hash,2374.9,12.82,MEDIA,Saludable,2025-12-01T00:00:00Z,1,train
495,User_495,user495@example.com,hash,1268.26,20.09,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
496,User_496,user496@example.com,hash,4019.38,52.95,BAJA,En observacion,2025-12-01T00:00:00Z,1,test
497,User_497,user497@example.com,hash,2132.03,17.1,NINGUNA,En observacion,2025-12-01T00:00:00Z,1,val
498,User_498,user498@example.com,hash,3223.51,32.41,ALTA,Saludable,2025-12-01T00:00:00Z,1,test
499,User_499,user499@example.com,hash,3407.65,21.88,MEDIA,Saludable,2025-12-01T00:00:00Z,1,train
500,User_500,user500@example.com,hash,5099.68,24.96,MEDIA,En observacion,2025-12-01T00:00:00Z,1,train
501,User_501,user501@example.com,hash,4608.98,11.01,ALTA,Saludable,2025-12-01T00:00:00Z,1,test
502,User_502,user502@example.com,hash,5434.9,67.36,MEDIA,En observacion,2025-12-01T00:00:00Z,1,train
503,User_503,user503@example.com,hash,4478.52,39.15,MEDIA,En observacion,2025-12-01T00:00:00Z,1,train
504,User_504,user504@example.com,hash,4283.39,35.48,MEDIA,En observacion,2025-12-01T00:00:00Z,1,train
505,User_505,user505@example.com,hash,2448.2,36.33,MEDIA,En observacion,2025-12-01T00:00:00Z,1,train
506,User_506,user506@example.com,hash,4572.56,29.52,NINGUNA,En riesgo,2025-12-01T00:00:00Z,1,test
