id,nombre,email,ingreso_mensual,nivel_endeudamiento,frecuencia_ahorro,perfil_financiero,score_riesgo_oculto,split
317,User_317,user317@example.com,5773.28,43.15,BAJA,En observacion,0.5501064826952735,train
318,User_318,user318@example.com,4030.56,32.35,MEDIA,Saludable,0.32008713777307735,train
319,User_319,user319@example.com,3396.52,48.26,NINGUNA,En riesgo,0.6559510604297336,val
320,User_320,user320@example.com,3824.33,27.24,BAJA,En observacion,0.47206321008194496,train
321,User_321,user321@example.com,5503.09,5.0,NINGUNA,En observacion,0.42580590039282445,train
322,User_322,user322@example.com,4194.93,27.66,BAJA,En observacion,0.5080231063534536,train
323,User_323,user323@example.com,4562.46,10.41,ALTA,Saludable,0.13442630263237704,train
324,User_324,user324@example.com,5696.47,43.86,NINGUNA,En riesgo,0.6959963665291453,train
325,User_325,user325@example.com,5498.9,41.08,ALTA,Saludable,0.267505975690057,train
326,User_326,user326@example.com,5410.01,51.0,MEDIA,En observacion,0.4765270920222836,train
327,User_327,user327@example.com,4302.94,25.26,NINGUNA,En riesgo,0.6070179803705374,train
328,User_328,user328@example.com,5713.2,32.49,ALTA,Saludable,0.19641818432166616,train
329,User_329,user329@example.com,3262.17,24.66,NINGUNA,En riesgo,0.6245520883780763,train
330,User_330,user330@example.com,5291.27,35.43,NINGUNA,En riesgo,0.674146280630365,train
331,User_331,user331@example.com,1139.88,47.27,NINGUNA,En riesgo,0.6668725970175347,train
332,User_332,user332@example.com,6789.92,14.6,MEDIA,Saludable,0.26570167830136104,train
333,User_333,user333@example.com,4368.12,57.43,BAJA,En observacion,0.5972142712214255,train
334,User_334,user334@example.com,2191.14,38.74,ALTA,En observacion,0.36211878898817373,train
335,User_335,user335@example.com,6504.1,53.13,BAJA,En observacion,0.45505841259681923,val
336,User_336,user336@example.com,6150.32,28.3,ALTA,Saludable,0.1717359996449154,train
337,User_337,user337@example.com,3133.33,29.56,ALTA,Saludable,0.23300202596839137,train
338,User_338,user338@example.com,4153.68,52.93,ALTA,Saludable,0.23414415476081127,train
339,User_339,user339@example.com,1709.66,40.51,NINGUNA,En riesgo,0.6739486056343522,train
340,User_340,user340@example.com,1466.92,58.48,NINGUNA,En riesgo,0.7823677369463506,test
341,User_341,user341@example.com,4586.64,9.49,BAJA,En observacion,0.34638085616518693,train
342,User_342,user342@example.com,7222.4,13.28,MEDIA,Saludable,0.1043997021689959,train
343,User_343,user343@example.com,2520.45,44.73,BAJA,En riesgo,0.6133920074628313,train
344,User_344,user344@example.com,2798.43,38.66,NINGUNA,En riesgo,0.6432955059631635,train
345,User_345,user345@example.com,4457.12,31.66,ALTA,Saludable,0.15155106856332803,train
346,User_346,user346@example.com,6270.73,62.7,ALTA,Saludable,0.2610695741836924,train
347,User_347,user347@example.com,3481.88,48.47,BAJA,En observacion,0.5525013915784335,train
348,User_348,user348@example.com,2839.58,16.23,MEDIA,En observacion,0.38198110520366296,val
349,User_349,user349@example.com,5593.38,42.58,ALTA,Saludable,0.23528788079125645,train
350,User_350,user350@example.com,2631.98,40.14,BAJA,En observacion,0.5641180359576892,test
351,User_351,user351@example.com,5022.24,41.9,BAJA,En observacion,0.5347587163574753,train
352,User_352,user352@example.com,4334.99,37.95,BAJA,En observacion,0.5349441253794257,train
353,User_353,user353@example.com,5164.88,19.54,MEDIA,Saludable,0.2786001745175457,val
354,User_354,user354@example.com,2304.86,24.85,NINGUNA,En riesgo,0.7086558966455407,train
355,User_355,user355@example.com,2704.6,23.89,MEDIA,En observacion,0.3460792984305015,train
356,User_356,user356@example.com,4152.89,47.61,MEDIA,En observacion,0.3937471135348804,train
357,User_357,user357@example.com,3169.48,30.85,ALTA,Saludable,0.22812779768077565,train
358,User_358,user358@example.com,1944.8,28.22,ALTA,Saludable,0.11933103366855217,test
359,User_359,user359@example.com,4225.94,50.35,ALTA,Saludable,0.24265717769683026,train
360,User_360,user360@example.com,5563.84,20.5,NINGUNA,En observacion,0.5355424321929011,test
361,User_361,user361@example.com,2892.51,71.03,MEDIA,En observacion,0.554270283027759,train
362,User_362,user362@example.com,4676.18,31.69,NINGUNA,En riesgo,0.6062709169497266,train
363,User_363,user363@example.com,3230.16,21.86,NINGUNA,En observacion,0.589687511658397,test
364,User_364,user364@example.com,3318.5,19.98,MEDIA,Saludable,0.30363311035570223,train
365,User_365,user365@example.com,4095.61,49.83,BAJA,En observacion,0.5886078028327302,train
366,User_366,user366@example.com,2702.82,55.99,ALTA,En observacion,0.39750880914563846,test
367,User_367,user367@example.com,1555.91,62.18,BAJA,En riesgo,0.6785329739345884,test
368,User_368,user368@example.com,5640.42,48.43,ALTA,Saludable,0.2939357150840985,train
369,User_369,user369@example.com,3278.03,36.72,ALTA,Saludable,0.3012842110499416,test
370,User_370,user370@example.com,5287.21,66.13,ALTA,Saludable,0.3139904215955216,train
371,User_371,user371@example.com,3937.36,29.46,MEDIA,En observacion,0.3589719698045372,train
372,User_372,user372@example.com,1844.88,25.23,NINGUNA,En riesgo,0.6047492082972841,test
373,User_373,user373@example.com,5646.3,19.53,MEDIA,Saludable,0.245551963122689,train
374,User_374,user374@example.com,5125.96,34.63,ALTA,Saludable,0.31683676793059323,train
375,User_375,user375@example.com,4048.01,21.0,ALTA,Saludable,0.20626610051886207,val
376,User_376,user376@example.com,7186.55,35.57,NINGUNA,En observacion,0.5813187538359131,train
377,User_377,user377@example.com,2699.93,27.47,MEDIA,En observacion,0.37357106101901966,train
378,User_378,user378@example.com,1544.65,31.14,NINGUNA,En observacion,0.5777386088061205,test
379,User_379,user379@example.com,5621.09,48.99,ALTA,Saludable,0.3087174899309575,test
380,User_380,user380@example.com,3576.13,16.61,NINGUNA,En observacion,0.484473818489509,train
381,User_381,user381@example.com,6924.68,11.57,ALTA,Saludable,0.17231410512650677,train
382,User_382,user382@example.com,4786.5,51.18,BAJA,En observacion,0.5486377015249647,train
383,User_383,user383@example.com,5868.68,10.51,ALTA,Saludable,0.0586188287725737,train
384,User_384,user384@example.com,4194.7,57.15,NINGUNA,En riesgo,0.7975289427073727,train
385,User_385,user385@example.com,4825.57,41.02,BAJA,En observacion,0.4698300484459097,test
386,User_386,user386@example.com,5938.61,26.75,ALTA,Saludable,0.12544489410309742,test
387,User_387,user387@example.com,6624.44,39.86,ALTA,Saludable,0.19058725105032548,train
388,User_388,user388@example.com,3811.24,43.15,BAJA,En observacion,0.5141835333956947,val
389,User_389,user389@example.com,3644.38,5.0,MEDIA,Saludable,0.255927866442735,train
390,User_390,user390@example.com,4197.14,29.56,ALTA,Saludable,0.1483401302686928,train
391,User_391,user391@example.com,6594.6,47.11,NINGUNA,En observacion,0.576057947045015,train
392,User_392,user392@example.com,3225.43,27.98,NINGUNA,En riesgo,0.6327583815865357,train
393,User_393,user393@example.com,6600.67,11.66,BAJA,Saludable,0.3250876389750096,train
394,User_394,user394@example.com,1953.06,36.15,MEDIA,En observacion,0.3519055137905715,train
395,User_395,user395@example.com,3269.09,31.11,MEDIA,En observacion,0.43038390856880177,train
396,User_396,user396@example.com,2921.14,57.51,ALTA,En observacion,0.39653471210567465,test
397,User_397,user397@example.com,2538.33,47.71,BAJA,En riesgo,0.6382263582443441,train
398,User_398,user398@example.com,3747.68,40.73,BAJA,En observacion,0.5445180823595536,train
399,User_399,user399@example.com,4166.46,30.45,BAJA,En observacion,0.4878901843470062,test
400,User_400,user400@example.com,2222.89,33.93,MEDIA,En observacion,0.3991447006745079,val
401,User_401,user401@example.com,3955.33,33.04,ALTA,Saludable,0.17276981927339335,train
402,User_402,user402@example.com,6168.78,36.18,MEDIA,Saludable,0.23723534077339464,val
403,User_403,user403@example.com,1667.21,37.09,MEDIA,En observacion,0.4482715570910667,val
404,User_404,user404@example.com,5618.57,49.97,ALTA,Saludable,0.1247040435903155,test
405,User_405,user405@example.com,3798.8,21.93,ALTA,Saludable,0.19762700116770388,train
406,User_406,user406@example.com,1536.36,51.62,MEDIA,En observacion,0.44148795364372345,train
407,User_407,user407@example.com,2710.9,39.15,ALTA,Saludable,0.2428099481327455,train
408,User_408,user408@example.com,3638.98,32.14,MEDIA,En observacion,0.3772707686589861,test
409,User_409,user409@example.com,4629.87,34.54,BAJA,En observacion,0.5787903008591052,train
410,User_410,user410@example.com,4299.74,38.02,BAJA,En observacion,0.5530025948003807,test
411,User_411,user411@example.com,1541.42,37.96,ALTA,Saludable,0.3143797967459872,train
412,User_412,user412@example.com,4555.61,44.58,ALTA,Saludable,0.2080420668634758,val
413,User_413,user413@example.com,3469.27,23.43,ALTA,Saludable,0.20521760348380877,train
414,User_414,user414@example.com,4471.84,34.04,BAJA,En observacion,0.495771120515174,train
415,User_415,user415@example.com,5638.87,40.11,NINGUNA,En riesgo,0.6965252649595026,train
416,User_416,user416@example.com,4852.44,31.34,MEDIA,En observacion,0.3882511084144179,test
417,User_417,user417@example.com,3232.29,50.7,ALTA,En observacion,0.34604207776706913,train
418,User_418,user418@example.com,4975.96,30.54,ALTA,Saludable,0.26291609066558097,train
419,User_419,user419@example.com,5290.47,36.81,BAJA,En observacion,0.42501497084354584,train
420,User_420,user420@example.com,1122.76,18.56,BAJA,En observacion,0.4004657058702853,train
421,User_421,user421@example.com,3477.08,21.72,MEDIA,En observacion,0.4001728407744821,train
422,User_422,user422@example.com,3656.17,25.42,ALTA,Saludable,0.1296823228296251,train
423,User_423,user423@example.com,2827.64,37.55,MEDIA,En observacion,0.37095095633974956,test
424,User_424,user424@example.com,4518.07,24.68,ALTA,Saludable,0.2889679777672154,test
425,User_425,user425@example.com,3421.13,35.89,ALTA,Saludable,0.30366466380076906,test
426,User_426,user426@example.com,3763.97,14.16,NINGUNA,En observacion,0.4608756251521554,train
427,User_427,user427@example.com,4145.69,69.93,BAJA,En riesgo,0.6832108824690872,train
428,User_428,user428@example.com,4989.8,43.92,MEDIA,En observacion,0.43675202793901535,test
429,User_429,user429@example.com,6408.23,31.21,NINGUNA,En observacion,0.5898949139850436,train
430,User_430,user430@example.com,6101.62,23.69,NINGUNA,En observacion,0.5281658711566612,val
431,User_431,user431@example.com,3788.04,21.94,NINGUNA,En observacion,0.5284906312353749,train
432,User_432,user432@example.com,3157.73,37.7,MEDIA,En observacion,0.47004267681722994,test
433,User_433,user433@example.com,3173.09,57.72,NINGUNA,En riesgo,0.7888987219588763,train
434,User_434,user434@example.com,3020.76,20.26,NINGUNA,En observacion,0.5732990925001488,train
435,User_435,user435@example.com,2610.25,20.46,MEDIA,En observacion,0.3606796776121269,train
436,User_436,user436@example.com,3932.7,25.98,BAJA,En observacion,0.46916097170712684,train
437,User_437,user437@example.com,4094.71,55.96,BAJA,En observacion,0.5812869791594991,train
438,User_438,user438@example.com,4028.12,36.88,NINGUNA,En riesgo,0.6189624729437373,train
439,User_439,user439@example.com,6358.78,53.09,ALTA,Saludable,0.2888764526273432,train
440,User_440,user440@example.com,5738.39,24.47,BAJA,En observacion,0.3793751416224526,train
441,User_441,user441@example.com,4271.11,52.24,BAJA,En observacion,0.549951486531932,train
442,User_442,user442@example.com,5863.12,16.34,MEDIA,Saludable,0.21895124011020464,train
443,User_443,user443@example.com,5074.73,47.04,NINGUNA,En riesgo,0.6385064049255238,test
444,User_444,user444@example.com,3570.14,24.9,ALTA,Saludable,0.20905958311119008,test
445,User_445,user445@example.com,4325.01,68.34,BAJA,En observacion,0.5745450152956443,train
446,User_446,user446@example.com,2543.38,44.51,MEDIA,En observacion,0.46329657987257494,test
447,User_447,user447@example.com,2780.11,53.37,MEDIA,En observacion,0.5592077656149522,train
448,User_448,user448@example.com,4014.53,26.64,ALTA,Saludable,0.1261174135210461,train
449,User_449,user449@example.com,4203.33,39.72,ALTA,Saludable,0.24982337262899082,val
450,User_450,user450@example.com,2371.05,22.94,BAJA,En observacion,0.5507286527722034,test
451,User_451,user451@example.com,3585.38,49.65,ALTA,En observacion,0.3614015818241677,train
452,User_452,user452@example.com,7015.91,43.53,ALTA,Saludable,0.29575651865642694,train
453,User_453,user453@example.com,3027.01,18.49,MEDIA,Saludable,0.2808836312619731,test
454,User_454,user454@example.com,3334.14,35.51,MEDIA,En observacion,0.3487812134470679,train
455,User_455,user455@example.com,1905.94,25.67,ALTA,Saludable,0.26484727824196114,train
456,User_456,user456@example.com,3988.92,39.96,NINGUNA,En riesgo,0.6967041980804463,test
457,User_457,user457@example.com,3962.1,17.41,ALTA,Saludable,0.09238221993599471,val
458,User_458,user458@example.com,4523.8,60.09,MEDIA,En observacion,0.4965347004683023,val
459,User_459,user459@example.com,3714.17,36.45,BAJA,En observacion,0.47033994839804594,train
460,User_460,user460@example.com,6434.33,43.08,MEDIA,Saludable,0.3171826328460316,train
461,User_461,user461@example.com,2706.54,21.28,BAJA,En observacion,0.4590762171383514,train
462,User_462,user462@example.com,3662.02,23.97,BAJA,En observacion,0.5110067837605219,train
463,User_463,user463@example.com,4503.27,26.99,NINGUNA,En observacion,0.5166614861892541,train
464,User_464,user464@example.com,2460.48,53.2,ALTA,En observacion,0.35035184568199523,train
465,User_465,user465@example.com,3916.94,23.76,MEDIA,En observacion,0.3347445126844533,val
466,User_466,user466@example.com,4938.99,37.0,NINGUNA,En riesgo,0.6162704456809728,test
467,User_467,user467@example.com,5083.05,18.94,MEDIA,Saludable,0.23543550741067157,val
468,User_468,user468@example.com,3352.42,7.46,BAJA,En observacion,0.40611169134562713,train
469,User_469,user469@example.com,3479.81,67.34,MEDIA,En observacion,0.47121091146737853,train
470,User_470,user470@example.com,3897.25,34.91,MEDIA,En observacion,0.41594610122258213,val
471,User_471,user471@example.com,7041.56,29.23,MEDIA,Saludable,0.3127043641461729,test
472,User_472,user472@example.com,6136.16,36.23,ALTA,Saludable,0.19303751734044286,test
473,User_473,user473@example.com,3424.02,43.53,MEDIA,En observacion,0.4516643306640747,val
474,User_474,user474@example.com,3147.69,32.38,MEDIA,En observacion,0.3389035545253578,val
475,User_475,user475@example.com,2571.74,19.45,ALTA,Saludable,0.2549583007794357,test
476,User_476,user476@example.com,6691.52,51.29,BAJA,En observacion,0.5390739116439976,val
477,User_477,user477@example.com,2348.34,71.97,BAJA,En riesgo,0.6748266107803755,test
478,User_478,user478@example.com,4989.4,35.16,ALTA,Saludable,0.14907693838249203,test
479,User_479,user479@example.com,3485.48,29.42,MEDIA,Saludable,0.3074215866981953,train
480,User_480,user480@example.com,1910.51,35.85,ALTA,Saludable,0.30198757521783653,train
481,User_481,user481@example.com,6542.94,7.96,NINGUNA,En observacion,0.4308133989403782,train
482,User_482,user482@example.com,3861.95,20.91,MEDIA,Saludable,0.3044790597139192,train
483,User_483,user483@example.com,4397.44,43.1,MEDIA,En observacion,0.3373730689439238,train
484,User_484,user484@example.com,4438.2,31.8,BAJA,En observacion,0.5444200568424976,train
485,User_485,user485@example.com,1825.76,26.55,MEDIA,En observacion,0.3546954421850408,test
486,User_486,user486@example.com,2281.84,25.8,BAJA,En observacion,0.46819201567559354,train
487,User_487,user487@example.com,4627.71,35.24,ALTA,Saludable,0.18537385343127985,test
488,User_488,user488@example.com,7202.47,41.55,MEDIA,En observacion,0.40146100123931705,train
489,User_489,user489@example.com,3153.75,42.49,NINGUNA,En riesgo,0.7965062909398836,train
490,User_490,user490@example.com,3578.14,14.5,NINGUNA,En observacion,0.5369216049053659,train
491,User_491,user491@example.com,3379.3,53.12,ALTA,Saludable,0.30984562353693856,train
492,User_492,user492@example.com,4828.08,26.35,BAJA,Saludable,0.3084963853927545,test
493,User_493,user493@example.com,1389.23,47.95,BAJA,En observacion,0.5599049284470211,train
494,User_494,user494@example.com,2374.9,12.82,MEDIA,Saludable,0.31232862098895775,train
495,User_495,user495@example.com,1268.26,20.09,ALTA,Saludable,0.21507817514221877,train
496,User_496,user496@example.com,4019.38,52.95,BAJA,En observacion,0.5649851463486515,test
497,User_497,user497@example.com,2132.03,17.1,NINGUNA,En observacion,0.5849700118671723,val
498,User_498,user498@example.com,3223.51,32.41,ALTA,Saludable,0.32098961150711713,test
499,User_499,user499@example.com,3407.65,21.88,MEDIA,Saludable,0.21074788707039988,train
500,User_500,user500@example.com,5099.68,24.96,MEDIA,En observacion,0.3586962343698038,train
501,User_501,user501@example.com,4608.98,11.01,ALTA,Saludable,0.09279047084767081,test
502,User_502,user502@example.com,5434.9,67.36,MEDIA,En observacion,0.460929878849833,train
503,User_503,user503@example.com,4478.52,39.15,MEDIA,En observacion,0.4221777126752074,train
504,User_504,user504@example.com,4283.39,35.48,MEDIA,En observacion,0.3316755439826907,train
505,User_505,user505@example.com,2448.2,36.33,MEDIA,En observacion,0.4936876802842485,train
506,User_506,user506@example.com,4572.56,29.52,NINGUNA,En riesgo,0.6063385152932453,test
507,User_507,user507@example.com,1935.36,22.96,ALTA,Saludable,0.2819725662423526,train
508,User_508,user508@example.com,3116.1,53.01,BAJA,En observacion,0.5572734110514302,train
509,User_509,user509@example.com,4487.48,28.23,NINGUNA,En observacion,0.5710920756175061,train
510,User_510,user510@example.com,2134.16,52.79,MEDIA,En observacion,0.5234871655332533,train
511,User_511,user511@example.com,2989.68,44.11,BAJA,En riesgo,0.6179964443159052,val
512,User_512,user512@example.com,3428.55,30.16,BAJA,En observacion,0.46889303667724763,train
513,User_513,user513@example.com,4287.89,44.63,BAJA,En observacion,0.5916684168613165,train
514,User_514,user514@example.com,3952.06,25.35,BAJA,En observacion,0.49636588140406196,train
515,User_515,user515@example.com,6767.34,56.83,BAJA,En riesgo,0.62881095375095,val
516,User_516,user516@example.com,4901.61,43.07,NINGUNA,En riesgo,0.7055351793654902,train
517,User_517,user517@example.com,2322.25,43.35,BAJA,En observacion,0.5510143045719477,test
518,User_518,user518@example.com,2815.76,19.33,MEDIA,Saludable,0.22587167053119994,val
519,User_519,user519@example.com,3623.93,43.69,NINGUNA,En riesgo,0.6860412787613389,train
520,User_520,user520@example.com,2886.66,31.68,NINGUNA,En riesgo,0.624594460005554,train
521,User_521,user521@example.com,5759.19,14.89,MEDIA,Saludable,0.29467019851371495,val
522,User_522,user522@example.com,5279.05,32.49,BAJA,En observacion,0.471351810024415,train
523,User_523,user523@example.com,4937.8,53.21,NINGUNA,En riesgo,0.6898591074028881,train
524,User_524,user524@example.com,4802.51,44.94,NINGUNA,En riesgo,0.7208566303742663,train
525,User_525,user525@example.com,2591.56,39.89,ALTA,Saludable,0.2824288328747171,train
526,User_526,user526@example.com,6204.62,41.0,NINGUNA,En observacion,0.5855955303104086,train
527,User_527,user527@example.com,5290.17,35.46,MEDIA,Saludable,0.2757825051764312,train
528,User_528,user528@example.com,5433.81,39.63,NINGUNA,En riesgo,0.711561809731762,train
529,User_529,user529@example.com,4186.59,6.51,BAJA,En observacion,0.36471790745093213,test
530,User_530,user530@example.com,4085.7,46.3,NINGUNA,En riesgo,0.7008010442441388,val
531,User_531,user531@example.com,4377.92,25.66,MEDIA,En observacion,0.3472884998313727,train
532,User_532,user532@example.com,3701.28,31.86,NINGUNA,En observacion,0.581444977289535,train
533,User_533,user533@example.com,5185.24,38.91,ALTA,Saludable,0.15784635198625283,val
534,User_534,user534@example.com,4825.36,17.06,ALTA,Saludable,0.15852463341100703,train
535,User_535,user535@example.com,3335.53,39.17,ALTA,En observacion,0.33646434474958714,val
536,User_536,user536@example.com,1107.58,23.23,ALTA,Saludable,0.26618189669219294,train
537,User_537,user537@example.com,6439.99,13.25,NINGUNA,En observacion,0.43355977843858295,train
538,User_538,user538@example.com,2441.15,45.84,BAJA,En observacion,0.5518667798954117,train
539,User_539,user539@example.com,7186.57,22.74,MEDIA,Saludable,0.15287578111681116,train
540,User_540,user540@example.com,4770.81,38.37,MEDIA,En observacion,0.4198418540936545,train
541,User_541,user541@example.com,3461.33,60.22,MEDIA,En observacion,0.45854478501099427,train
542,User_542,user542@example.com,1041.28,12.12,ALTA,Saludable,0.24814520517135907,train
543,User_543,user543@example.com,5151.49,37.72,NINGUNA,En observacion,0.5813614557489545,test
544,User_544,user544@example.com,3770.4,26.54,BAJA,En observacion,0.46796256515985185,train
545,User_545,user545@example.com,4144.94,62.92,BAJA,En riesgo,0.7097531073044705,train
546,User_546,user546@example.com,4240.16,50.36,ALTA,Saludable,0.3267433474600592,train
547,User_547,user547@example.com,3009.31,34.89,NINGUNA,En riesgo,0.7162008685871315,train
548,User_548,user548@example.com,1980.67,32.45,MEDIA,En observacion,0.3762260350336362,train
549,User_549,user549@example.com,5099.01,49.22,MEDIA,En observacion,0.4499852850021963,test
550,User_550,user550@example.com,3903.17,17.87,ALTA,Saludable,0.1475475895360141,train
551,User_551,user551@example.com,3236.6,22.35,NINGUNA,En observacion,0.5831266052183984,train
552,User_552,user552@example.com,2797.72,57.7,NINGUNA,En riesgo,0.788733334227739,val
553,User_553,user553@example.com,7289.56,37.85,MEDIA,En observacion,0.35248365330965353,val
554,User_554,user554@example.com,3561.66,53.32,NINGUNA,En riesgo,0.7522637601734309,train
555,User_555,user555@example.com,2263.11,52.21,MEDIA,En observacion,0.4673004934414093,train
556,User_556,user556@example.com,3435.06,63.27,ALTA,En observacion,0.4474698014136095,train
557,User_557,user557@example.com,2626.79,13.84,ALTA,Saludable,0.10430416116166417,test
558,User_558,user558@example.com,1488.4,37.11,NINGUNA,En riesgo,0.6006655317218574,test
559,User_559,user559@example.com,3124.64,50.49,MEDIA,En observacion,0.4488707395785521,train
560,User_560,user560@example.com,5441.8,42.7,BAJA,En observacion,0.47348120801690446,train
561,User_561,user561@example.com,3689.41,18.33,ALTA,Saludable,0.16072635474174576,train
562,User_562,user562@example.com,2007.51,34.59,NINGUNA,En riesgo,0.7566267673334872,train
563,User_563,user563@example.com,3615.11,48.5,MEDIA,En observacion,0.4793721468063008,train
564,User_564,user564@example.com,2495.48,20.02,MEDIA,En observacion,0.3483893449909733,train
565,User_565,user565@example.com,4918.69,40.3,ALTA,Saludable,0.24519981307008576,val
566,User_566,user566@example.com,1916.89,33.5,NINGUNA,En riesgo,0.6546246249911518,train
567,User_567,user567@example.com,2975.83,40.33,MEDIA,En observacion,0.4046325327355749,train
568,User_568,user568@example.com,2924.69,48.7,MEDIA,En observacion,0.4141531149659827,val
569,User_569,user569@example.com,3659.82,27.11,MEDIA,En observacion,0.3426723980871205,test
570,User_570,user570@example.com,1864.61,5.0,MEDIA,Saludable,0.32174083231805245,train
571,User_571,user571@example.com,3306.68,38.71,BAJA,En observacion,0.5265613028957705,train
572,User_572,user572@example.com,4066.71,11.56,ALTA,Saludable,0.09931655363268528,train
573,User_573,user573@example.com,4814.11,18.34,NINGUNA,En observacion,0.5706182133694051,train
574,User_574,user574@example.com,4086.92,42.0,BAJA,En observacion,0.5205881758851258,train
575,User_575,user575@example.com,4260.95,22.87,ALTA,Saludable,0.15725894528792267,train
576,User_576,user576@example.com,2454.1,23.98,MEDIA,Saludable,0.3113830031492809,train
577,User_577,user577@example.com,5499.13,50.26,MEDIA,En observacion,0.5462204300059912,val
578,User_578,user578@example.com,2240.89,41.43,NINGUNA,En riesgo,0.7290735928631573,test
579,User_579,user579@example.com,1906.4,40.69,BAJA,En riesgo,0.6479352406296758,train
580,User_580,user580@example.com,2015.9,18.92,NINGUNA,En observacion,0.4512743508252697,train
581,User_581,user581@example.com,2531.72,28.27,MEDIA,En observacion,0.4702457144650001,train
582,User_582,user582@example.com,3529.52,44.29,ALTA,En observacion,0.38600127348558494,train
583,User_583,user583@example.com,1861.38,55.96,ALTA,En observacion,0.3697697818185525,train
584,User_584,user584@example.com,3693.12,25.31,BAJA,En observacion,0.4146893996674873,val
585,User_585,user585@example.com,2526.13,52.43,NINGUNA,En riesgo,0.7001518151342964,train
586,User_586,user586@example.com,3911.06,39.85,NINGUNA,En riesgo,0.6433749498936857,train
587,User_587,user587@example.com,5703.56,29.59,ALTA,Saludable,0.20178402504649767,train
588,User_588,user588@example.com,3665.06,48.25,MEDIA,En observacion,0.43451326514935984,train
589,User_589,user589@example.com,3983.92,20.4,ALTA,Saludable,0.1668316311819233,test
590,User_590,user590@example.com,4467.13,28.6,NINGUNA,En riesgo,0.6523635979598378,train
591,User_591,user591@example.com,5047.74,7.54,MEDIA,Saludable,0.23931746519778432,test
592,User_592,user592@example.com,5143.84,63.1,BAJA,En riesgo,0.6515054032857325,val
593,User_593,user593@example.com,5172.79,46.48,MEDIA,En observacion,0.39257911458966804,train
594,User_594,user594@example.com,3962.37,42.27,NINGUNA,En riesgo,0.6236027297504564,train
595,User_595,user595@example.com,5146.15,47.51,ALTA,Saludable,0.24591690314766237,train
596,User_596,user596@example.com,5914.01,29.98,ALTA,Saludable,0.15383988933790016,train
597,User_597,user597@example.com,2625.55,39.47,BAJA,En observacion,0.5764311746578453,train
598,User_598,user598@example.com,2458.78,65.94,MEDIA,En observacion,0.4872512292872863,train
599,User_599,user599@example.com,2028.77,37.87,NINGUNA,En riesgo,0.6944374693827674,train
600,User_600,user600@example.com,3858.51,33.81,ALTA,Saludable,0.2524165273124867,test
601,User_601,user601@example.com,6847.43,52.23,MEDIA,En observacion,0.4682627890608751,train
602,User_602,user602@example.com,2532.66,32.19,ALTA,Saludable,0.2966541247839931,val
603,User_603,user603@example.com,2513.13,35.49,ALTA,Saludable,0.24923807689928396,train
604,User_604,user604@example.com,3941.11,43.69,ALTA,Saludable,0.2889990033291083,train
605,User_605,user605@example.com,1998.53,22.92,MEDIA,En observacion,0.38548967947803353,train
606,User_606,user606@example.com,5550.42,37.53,ALTA,Saludable,0.280694501780398,val
607,User_607,user607@example.com,4713.34,30.45,MEDIA,Saludable,0.2408860536844949,train
608,User_608,user608@example.com,5313.65,5.0,NINGUNA,En observacion,0.44247796314527843,train
609,User_609,user609@example.com,3818.27,27.52,ALTA,Saludable,0.25188186444563965,train
610,User_610,user610@example.com,2572.95,47.61,ALTA,En observacion,0.34333886591006896,test
611,User_611,user611@example.com,2149.27,26.52,MEDIA,En observacion,0.3485057545448792,train
612,User_612,user612@example.com,3308.84,59.23,BAJA,En observacion,0.5983782265394331,train
613,User_613,user613@example.com,4442.35,12.22,NINGUNA,En observacion,0.5838885841293158,train
614,User_614,user614@example.com,5438.64,41.06,BAJA,En observacion,0.49158571968045417,test
615,User_615,user615@example.com,4368.71,40.59,MEDIA,En observacion,0.35123837124323615,train
616,User_616,user616@example.com,3225.1,28.03,BAJA,En observacion,0.485722357793642,train
617,User_617,user617@example.com,2578.65,28.97,BAJA,En observacion,0.5182285463821584,train
618,User_618,user618@example.com,5410.19,48.07,BAJA,En observacion,0.4575749534876627,train
619,User_619,user619@example.com,4637.0,5.96,NINGUNA,En observacion,0.4961685984809679,train
620,User_620,user620@example.com,2761.31,42.71,ALTA,Saludable,0.29939952659697994,train
621,User_621,user621@example.com,5642.12,45.85,ALTA,Saludable,0.2839082890819656,train
622,User_622,user622@example.com,4503.6,41.15,MEDIA,En observacion,0.37866961726907283,test
623,User_623,user623@example.com,4529.42,20.51,MEDIA,Saludable,0.3048751808185692,train
624,User_624,user624@example.com,3650.47,51.61,NINGUNA,En riesgo,0.7077796293023202,train
625,User_625,user625@example.com,4014.34,38.79,MEDIA,En observacion,0.3861138218027927,val
626,User_626,user626@example.com,2215.25,26.97,NINGUNA,En riesgo,0.625302398384792,train
627,User_627,user627@example.com,4859.82,31.67,NINGUNA,En riesgo,0.6224775984132224,train
628,User_628,user628@example.com,5551.55,42.7,ALTA,Saludable,0.22508110362080416,train
629,User_629,user629@example.com,4932.16,48.33,MEDIA,En observacion,0.3886692283672505,val
630,User_630,user630@example.com,3056.71,40.51,NINGUNA,En riesgo,0.7668908713397561,train
631,User_631,user631@example.com,2121.48,6.72,NINGUNA,En observacion,0.5256488778245559,train
632,User_632,user632@example.com,4219.14,19.19,ALTA,Saludable,0.10385597892104036,train
633,User_633,user633@example.com,4876.56,41.42,NINGUNA,En riesgo,0.6899112856843745,train
